id, acces_services _ Ville_q1, acces_services _ Ville_q2_1, acces_services _ Ville_q2_2, acces_services _ Ville_q2_3, acces_services _ Ville_q2_4, acces_services _ Ville_q2_5,acces_services _ Ville_q2_6, acces_services _ Ville_q2_7, acces_services _ Ville_q2_8, acces_services _ Ville_q3, acces_services _ Ville_q4, acces_services _ Ville_q5, acces_services _ Ville_q6_1, acces_services _ Ville_q6_2, acces_services _ Ville_q6_3, acces_services _ Ville_q6_4, acces_services _ Ville_q6_5, acces_services _ Ville_q6_6, acces_services _ Ville_q6_7, acces_services _ Ville_q7_1, acces_services _ Ville_q7_2, acces_services _ Ville_q7_3, acces_services _ Ville_q7_4, acces_services _ Ville_q7_5, acces_services _ Ville_q8_1, acces_services _ Ville_q8_2, acces_services _ Ville_q8_3, acces_services _ Ville_q8_4, acces_services _ Ville_q8_5, acces_services _ Ville_q9,milieu_et_qualite_ de_vie_q10_1,milieu_et_qualite_de_vie_q10_2,milieu_et_qualite_ de_vie_q10_3,milieu_et_qualite_de_vie_q10_4,milieu_et_qualite_de_vie_q10_5,milieu_et_qualite_de_vie_q10_6,milieu_et_qualite_de_vie_q10_7,milieu_et_qualite_de_vie_q10_8,milieu_et_qualite_de_vie_q10_9,milieu_et_qualite_de_vie_q11_1,milieu_et_qualite_de_vie_q11_2,milieu_et_qualite_de_vie_q11_3,milieu_et_qualite_de_vie_q11_4,milieu_et_qualite_de_vie_q11_5,milieu_et_qualité_de_vie_q11_6,milieu_et_qualite_de_vie_q11_7,milieu_et_qualite_de_vie_q11_8,milieu_et_qualite_de_vie_q12,securité_dans_espace_public_q13,securité_dans_espace_public_q14_1,securité_dans_espace_public_q14_2,securité_dans_espace_public_q14_3,securité_dans_espace_public_q14_4,securité_dans_espace_public_q14_5,securité_dans_espace_public_q14_6,securité_dans_espace_public_q14_7,securité_dans_espace_public_q14_8,securité_dans_espace_public_q14_9,securité_dans_espace_public_q14_10,securité_dans_espace_public_q14_11,securité_dans_espace_public_q15_1,securité_dans_espace_public_q15_2,securité_dans_espace_public_q15_3,securité_dans_espace_public_q15_4,securité_dans_espace_public_q15_5,securité_dans_espace_public_q15_6,securité_dans_espace_public_q15_7,securité_dans_espace_public_q15_8,securité_dans_espace_public_q15_9,securité_dans_espace_public_q16,securité_dans_espace_public_q17_1,securité_dans_espace_public_q17_2,securité_dans_espace_public_q17_3,securité_dans_espace_public_q17_4,securité_dans_espace_public_q17_5,securité_dans_espace_public_q17_6,securité_dans_espace_public_q17_7,securité_dans_espace_public_q17_8,securité_dans_espace_public_q17_9,securité_dans_espace_public_q18,participation_citoyenne_q19,participation_citoyenne_q20,participation_citoyenne_q21_1,participation_citoyenne_q21_2,participation_citoyenne_q21_3,participation_citoyenne_q21_4,participation_citoyenne_q21_5,participation_citoyenne_q21_6,participation_citoyenne_q21_7,piste_action_q22_1,piste_action_q22_2,piste_action_q22_3,piste_action_q22_4,piste_action_q22_5,piste_action_q22_6,piste_action_q22_7,piste_action_q22_8,piste_action_q22_9,piste_action_q22_10,piste_action_q23_1,piste_action_q23_2,piste_action_q23_3,piste_action_q23_4,piste_action_q23_5,piste_action_q23_6,piste_action_q23_7,piste_action_q23_8,profil_q25,profil_q26,profil_q27,profil_q28,profil_q29,profil_q30,profil_q31,profil_q32,profil_q33,profil_q34,profil_q35,profil_q36,profil_q37,interet_participer_groupe_discussion_q38,interet_participer_groupe_discussion_q40
1317,Oui,Bibliothèques municipales,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",,,,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Je ne sais pas,Je ne sais pas,Oui,Oui,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non,Non,Je ne sais pas,Plutôt en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,Regard insistant,,,,,,,,Rue ou ruelle,,,,Non,Ce n’était pas un acte réprimé par la loi,,,,,,,,,,Non,,,,,Manque de temps,Manque de confiance dans le processus,,,2,4,1,10,3,6,9,8,5,7,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,4 à 10 ans,25 à 34 ans,Non-binaire,Non,Lesbienne,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2k,10 000 $ à 14 999 $,Non,
1318,Oui,Bibliothèques municipales,,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,De une à trois fois par mois,Tout à fait en accord,Plutôt en accord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Tout à fait en accord,,Dans la recherche d'un logement,,,,,,,,Plutôt en accord,Tout à fait en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,"Mauvais service dans un commerce (magasin, restaurant ou café)",Regard insistant,,,Transport en commun,,,,,Rue ou ruelle,Parc ou terrain de sports,,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,Je ne savais pas à qui porter plainte,,,J’ai pensé que ce serait sans effet,,,,Non,,,,,Manque de temps,,,,10,7,5,6,4,1,2,9,8,3,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Page Facebook de la Ville,Plus de 20 ans,15 à 24 ans,Femme,Non,Bisexuelle,Universitaire - 1er cycle,Français ,Oui,Oui,Oui,H1V,20 000 $ à 29 999 $,Non,
1319,Oui,,,,,,Réseau des parcs de quartier et grands parcs,,,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Je ne sais pas,Oui,Je ne sais pas,Oui,Oui,Non,Oui,Je ne sais pas,Je ne sais pas,Oui,Plutôt en accord,Au travail,,,,,,,,,Plutôt en accord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en accord,Tout à fait en accord,Plutôt en désaccord,Tout à fait en désaccord,Tout à fait en accord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,Menace de violence physique,,"Mauvais service dans un commerce (magasin, restaurant ou café)",,,,Transport en commun,,,,,Rue ou ruelle,,,,Je préfère ne pas répondre,,,,,,,,,,,Non,,,Crainte que ma réalité ne soit pas comprise ou prise en considération,Horaires inadéquats,Manque de temps,Manque de confiance dans le processus,,,9,6,3,10,8,2,7,4,5,1,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Site web de la Ville,4 à 10 ans,15 à 24 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H8T,40 000 $ à 49 999 $,Non,
1320,Oui,Bibliothèques municipales,Bureaux Accès Montréal,,,,Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,De une à trois fois par mois,Plutôt en accord,Plutôt en désaccord,,,,,,,,Je ne sais pas,Oui,Je ne sais pas,Oui,Oui,Non,Non,Non,Non,Non,Plutôt en accord,Au travail,,,,,,,,,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Non,"Non, jamais","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,,,,,,,,,,,,Non,,,,,Je ne voulais pas revivre le moment,,,,,,Oui,Non,,Crainte que ma réalité ne soit pas comprise ou prise en considération,Horaires inadéquats,Manque de temps,,,,9,5,2,1,3,4,6,10,8,7,"À travers l’art (mural, festival, etc.)",,À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Autres (veuillez préciser),Plus de 20 ans,45 à 54 ans,Femme,Non,Bisexuelle,Universitaire - 1er cycle,Anglais ,Non,Non,Non,h3n,20 000 $ à 29 999 $,Non,
1321,Oui,Bibliothèques municipales,,,,,Réseau des parcs de quartier et grands parcs,,,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Je ne sais pas,Oui,Je ne sais pas,Oui,Je ne sais pas,Non,Oui,Oui,Non,Oui,Plutôt en accord,,Dans la recherche d'un logement,,,,,,,,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Non,"Oui, rarement",,,Cyberintimidation,,,,,,,,,,,,,,,,,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,,,,,,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,Crainte que ma réalité ne soit pas comprise ou prise en considération,Horaires inadéquats,Manque de temps,,,,10,7,1,2,9,3,4,5,8,6,"À travers l’art (mural, festival, etc.)",,À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,4 à 10 ans,55 à 64 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,Je n’ai pas de domicile fixe,60 000 $ à 79 999 $,Non,
1322,Oui,,,,,,Réseau des parcs de quartier et grands parcs,Jardins communautaires,,Quelques fois par année,Plutôt en accord,Plutôt en accord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Je ne sais pas,Je ne sais pas,Je ne sais pas,Oui,Non,Non,Je ne sais pas,Non,Non,Non,Plutôt en accord,Au travail,,Dans la recherche d'un emploi,Dans les transports en commun,À l'école ou dans une institution académique,,,,,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en accord,Plutôt en accord,Non,"Oui, souvent","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,Cyberintimidation,,,Menace de violence physique,,,Regard insistant,Autre,,Transport en commun,,,,,Rue ou ruelle,Parc ou terrain de sports,,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,Je ne savais pas à qui porter plainte,Je ne voulais pas revivre le moment,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Oui,Non,Crainte de subir un traitement défavorable ou différencié en raison de mon identité et expression de genre ou de mon orientation sexuelle,Crainte que ma réalité ne soit pas comprise ou prise en considération,Horaires inadéquats,Manque de temps,Manque de confiance dans le processus,,,4,5,3,7,2,8,1,6,10,9,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par le biais d’un organisme ou d’une association,11 à 20 ans,25 à 34 ans,Homme,Non,Queer,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2K,40 000 $ à 49 999 $,Oui,Non
1323,Oui,Bibliothèques municipales,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,De une à trois fois par mois,Plutôt en accord,Plutôt en désaccord,,,,,,,,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Plutôt en accord,,,,Dans les transports en commun,À l'école ou dans une institution académique,,,Autre,,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Tout à fait en accord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),,,,,,,Regard insistant,,,Transport en commun,,,,,Rue ou ruelle,,Commerce,,Non,,,,,,Je ne voulais pas devoir faire mon «coming out»,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Oui,Non,,Crainte que ma réalité ne soit pas comprise ou prise en considération,,,Manque de confiance dans le processus,Accessibilité des lieux (ex.: accès à des toilettes non genrées),,8,1,6,10,7,4,9,5,3,2,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,,,Twitter,11 à 20 ans,25 à 34 ans,Femme,Non,Lesbienne,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H4G,60 000 $ à 79 999 $,Oui,Non
1324,Oui,Bibliothèques municipales,Bureaux Accès Montréal,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,,Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,Quelques fois par année,Tout à fait en accord,Tout à fait en désaccord,,,,,,,,Je ne sais pas,Oui,Oui,Je ne sais pas,Oui,Je ne sais pas,Non,Non,Non,Non,Tout à fait en accord,Au travail,,Dans la recherche d'un emploi,,,,,,,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Tout à fait en désaccord,Plutôt en désaccord,Plutôt en désaccord,Oui,"Non, jamais",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Oui,Non,,Crainte que ma réalité ne soit pas comprise ou prise en considération,Horaires inadéquats,,,,,8,4,1,10,9,7,5,3,2,6,,"À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Site web de la Ville,Plus de 20 ans,55 à 64 ans,Femme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,h2h,150 000 $ et plus,Non,
1325,Oui,Bibliothèques municipales,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Une fois par semaine ou plus,Tout à fait en accord,Tout à fait en désaccord,,,,,,,,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Plutôt en accord,,,,,,,,Autre,,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en accord,Plutôt en accord,Non,"Oui, quelquefois",,Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),,,,,,,Regard insistant,,,,,,,,Rue ou ruelle,,,,Non,Ce n’était pas un acte réprimé par la loi,,,Je ne savais pas à qui porter plainte,,,,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,,,,,Aucun,3,1,4,10,2,5,8,7,9,6,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,1 à 3 ans,25 à 34 ans,Femme,Non,Lesbienne,Universitaire - cycles supérieurs,Français ,Oui,Oui,Non,H2L,40 000 $ à 49 999 $,Oui,Non
1326,Oui,Bibliothèques municipales,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,De une à trois fois par mois,Plutôt en accord,Plutôt en désaccord,,,,,,,,Non,Oui,Non,Non,Je ne sais pas,Non,Non,Non,Oui,Non,Plutôt en accord,Au travail,,,Dans les transports en commun,,,,Autre,,Plutôt en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en accord,Plutôt en désaccord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,Cyberintimidation,,,,,"Mauvais service dans un commerce (magasin, restaurant ou café)",Regard insistant,,,Transport en commun,,,,,,Parc ou terrain de sports,Commerce,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,,,,,,,J’ai pensé que ce serait sans effet,,,,Non,,,,,Manque de temps,,,,5,6,1,2,7,8,3,4,9,10,,,,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par le biais d’un organisme ou d’une association,11 à 20 ans,25 à 34 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2H,150 000 $ et plus,Oui,Non
1327,Oui,Bibliothèques municipales,Bureaux Accès Montréal,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,Jardins communautaires,,Une fois par semaine ou plus,Plutôt en désaccord,Tout à fait en accord,Bibliothèques municipales,Bureaux Accès Montréal,Réseau Accès culture ou Maisons de la culture,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,Jardins communautaires,,Non,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Tout à fait en désaccord,Au travail,,Dans la recherche d'un emploi,,,,Dans la recherche d'un service communautaire,,,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),Cyberintimidation,Agression physique (ex.: geste portant atteinte à l’intégrité physique),"Agression sexuelle (ex.: acte sexuel non consenti, avec ou sans violence)",Menace de violence physique,,,Regard insistant,,,,,,Centre sportif ou communautaire,Événement extérieur,Rue ou ruelle,Parc ou terrain de sports,,"Sur l'internet (ex.: Facebook, courriels, etc)",Oui,,,,,,,,,,Très inadéquat,Oui,Non,Crainte de subir un traitement défavorable ou différencié en raison de mon identité et expression de genre ou de mon orientation sexuelle,Crainte que ma réalité ne soit pas comprise ou prise en considération,Horaires inadéquats,,,,,4,3,2,6,5,7,1,8,9,10,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Site web de la Ville,Plus de 20 ans,35 à 44 ans,Homme,Non,Gaie,Collégial,Français ,Oui,Oui,Non,H1K,30 000 $ à 39 999 $,Oui,Non
1328,Non,,,,,,,,,Jamais,,Tout à fait en désaccord,,,,,,,,Je ne sais pas,Oui,Non,Non,Oui,Je ne sais pas,Non,Oui,Oui,Oui,Tout à fait en accord,,,,,,,,Autre,,Tout à fait en accord,Plutôt en accord,Plutôt en accord,Tout à fait en accord,Plutôt en accord,Plutôt en accord,Tout à fait en accord,Tout à fait en accord,Oui,"Non, jamais",,,,,,,,,,Autre,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Non,,,Crainte que ma réalité ne soit pas comprise ou prise en considération,Horaires inadéquats,Manque de temps,Manque de confiance dans le processus,,,1,2,3,4,5,6,7,10,8,9,,,,,,,,,Par une personne de mon entourage,11 à 20 ans,45 à 54 ans,Homme,Non,Gaie,Universitaire - 1er cycle,Anglais ,Non,Oui,Non,H4C,150 000 $ et plus,Non,
1329,Oui,Bibliothèques municipales,,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,,Réseau des parcs de quartier et grands parcs,Jardins communautaires,,Quelques fois par année,Plutôt en désaccord,Plutôt en désaccord,,,,,,,,Je ne sais pas,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Plutôt en accord,,Dans la recherche d'un logement,,,,,,,,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en accord,Tout à fait en accord,Oui,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,Menace de violence physique,,,,,,,,,,,Rue ou ruelle,,,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,,,,,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,Horaires inadéquats,Manque de temps,,,,5,1,9,4,8,3,6,7,2,10,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,,,,,Page Facebook de la Ville,Plus de 20 ans,45 à 54 ans,Homme,Non,Gaie,Universitaire - 1er cycle,Français ,Non,Oui,Non,H4C,Moins de 5 000 $,Non,
